,Unnamed: 0,name,address,date,neg,neu,pos
1158,1158,Troy,"        8105 Mesa Dr Ste A Austin, TX 78759    ",2_20_2018,0.04,0.698,0.262
1159,1159,Troy,"        8105 Mesa Dr Ste A Austin, TX 78759    ",4_24_2015,0.04,0.6890000000000001,0.271
1160,1160,Troy,"        8105 Mesa Dr Ste A Austin, TX 78759    ",4_12_2017,0.038,0.7490000000000001,0.214
1161,1161,Troy,"        8105 Mesa Dr Ste A Austin, TX 78759    ",11_15_2016,0.061,0.71,0.22899999999999998
1162,1162,Troy,"        8105 Mesa Dr Ste A Austin, TX 78759    ",3_10_2015,0.038,0.746,0.21600000000000003
1163,1163,Troy,"        8105 Mesa Dr Ste A Austin, TX 78759    ",4_26_2017,0.031,0.693,0.27699999999999997
1164,1164,Troy,"        8105 Mesa Dr Ste A Austin, TX 78759    ",7_28_2018,0.04,0.687,0.273
1165,1165,Troy,"        8105 Mesa Dr Ste A Austin, TX 78759    ",1_23_2019,0.035,0.718,0.24600000000000002
1166,1166,KismetCafe,"        1000 E 41st St Ste 200 Austin, TX 78751    ",1_31_2018,0.022000000000000002,0.633,0.345
1167,1167,Chiantro,"        1509 S Lamar Blvd Austin, TX 78704    ",6_30_2019,0.039,0.722,0.24
1168,1168,KismetCafe,"        1000 E 41st St Ste 200 Austin, TX 78751    ",4_16_2017,0.055,0.727,0.218
1169,1169,KismetCafe,"        1000 E 41st St Ste 200 Austin, TX 78751    ",2_26_2018,0.063,0.72,0.217
1170,1170,KismetCafe,"        1000 E 41st St Ste 200 Austin, TX 78751    ",10_16_2018,0.05,0.7290000000000001,0.221
1171,1171,KismetCafe,"        1000 E 41st St Ste 200 Austin, TX 78751    ",4_23_2019,0.071,0.716,0.213
1172,1172,KismetCafe,"        1000 E 41st St Ste 200 Austin, TX 78751    ",6_7_2019,0.039,0.7509999999999999,0.21
1173,1173,CrepeCrazy,"        3103 S Lamar Blvd Austin, TX 78704    ",8_2_2017,0.054000000000000006,0.655,0.29100000000000004
1174,1174,CrepeCrazy,"        3103 S Lamar Blvd Austin, TX 78704    ",5_27_2018,0.04,0.7170000000000001,0.242
1175,1175,Troy,"        8105 Mesa Dr Ste A Austin, TX 78759    ",5_28_2019,0.026000000000000002,0.7,0.275
1176,1176,CrepeCrazy,"        3103 S Lamar Blvd Austin, TX 78704    ",2_22_2019,0.036000000000000004,0.695,0.26899999999999996
1177,1177,CrepeCrazy,"        3103 S Lamar Blvd Austin, TX 78704    ",2_18_2019,0.037000000000000005,0.6859999999999999,0.278
1178,1178,CrepeCrazy,"        3103 S Lamar Blvd Austin, TX 78704    ",8_2_2018,0.021,0.6579999999999999,0.321
1179,1179,CrepeCrazy,"        3103 S Lamar Blvd Austin, TX 78704    ",8_6_2018,0.04,0.638,0.322
1180,1180,CrepeCrazy,"        3103 S Lamar Blvd Austin, TX 78704    ",5_17_2017,0.024,0.644,0.331
1181,1181,KismetCafe,"        1000 E 41st St Ste 200 Austin, TX 78751    ",7_6_2019,0.043,0.705,0.252
1182,1182,Tumble,"        7211 Burnet Rd Austin, TX 78701    ",7_13_2017,0.071,0.733,0.196
1183,1183,Tumble,"        7211 Burnet Rd Austin, TX 78701    ",5_6_2018,0.059000000000000004,0.691,0.25
1184,1184,Tumble,"        7211 Burnet Rd Austin, TX 78701    ",7_28_2017,0.07200000000000001,0.743,0.18600000000000003
1185,1185,Tumble,"        7211 Burnet Rd Austin, TX 78701    ",5_31_2017,0.055999999999999994,0.71,0.23399999999999999
1186,1186,Tumble,"        7211 Burnet Rd Austin, TX 78701    ",5_28_2017,0.051,0.742,0.207
1187,1187,Tumble,"        7211 Burnet Rd Austin, TX 78701    ",4_22_2019,0.045,0.73,0.225
1188,1188,Tumble,"        7211 Burnet Rd Austin, TX 78701    ",8_23_2018,0.032,0.7070000000000001,0.261
